user_id,calories,total_fat,sugar,sodium,protein,saturated_fat,carbohydrates,cluster
8526,235.53846153846155,18.884615384615383,29.57692307692308,10.615384615384617,15.23076923076923,23.807692307692307,7.6923076923076925,1
8527,258.7818181818181,19.818181818181817,37.54545454545455,15.818181818181818,23.818181818181817,27.363636363636363,6.545454545454546,2
8606,268.65,22.766666666666666,32.833333333333336,16.333333333333332,22.9,30.7,6.866666666666666,2
8629,254.4206349206349,18.026455026455025,37.70899470899471,17.33862433862434,24.38095238095238,21.8994708994709,7.5661375661375665,2
8688,273.5388379204893,18.990825688073397,40.37614678899082,17.40366972477064,22.262996941896024,24.23547400611621,9.137614678899082,2
8937,261.1142857142857,22.0,19.857142857142858,20.857142857142858,20.0,27.571428571428573,7.142857142857143,2
9121,399.975,30.75,79.5,12.25,10.75,15.25,16.25,0
9328,213.575,15.75,28.875,15.875,19.75,23.0,6.125,1
9579,305.05,22.976190476190474,27.857142857142858,25.09523809523809,26.214285714285715,30.952380952380956,9.047619047619047,3
9580,292.31071428571425,22.321428571428573,19.892857142857142,19.75,30.035714285714285,30.285714285714285,7.607142857142857,3
9622,304.7333333333333,19.0,26.58333333333333,24.916666666666668,40.083333333333336,30.5,8.833333333333334,3
9670,310.28,24.82857142857143,24.457142857142856,22.285714285714285,31.88571428571429,28.428571428571427,8.057142857142857,3
9717,294.58409090909095,20.90909090909091,43.84090909090909,19.59090909090909,21.38636363636364,29.63636363636364,10.227272727272728,3
9748,224.95365853658535,15.48780487804878,28.585365853658537,19.92682926829268,23.195121951219512,14.731707317073171,7.0,1
9869,256.7640495867769,18.665289256198346,30.90909090909091,15.834710743801653,26.49173553719008,23.60330578512397,7.210743801652892,2
10033,222.5723809523809,16.228571428571428,32.06666666666667,12.714285714285714,14.923809523809524,18.904761904761905,7.79047619047619,1
10113,291.56,21.8,49.03333333333333,17.666666666666668,21.83333333333333,25.966666666666665,9.5,3
10216,289.05,28.0,42.5,14.5,19.0,43.0,7.0,3
10404,264.6337662337662,19.09090909090909,28.98701298701299,16.649350649350648,23.363636363636363,24.948051948051948,8.116883116883116,2
11009,316.18275862068964,24.620689655172413,25.82758620689655,18.89655172413793,28.82758620689655,30.344827586206897,9.0,3
11044,211.56875,12.125,36.25,10.375,19.8125,14.5625,7.75,1
11176,261.8813186813187,19.63736263736264,18.46153846153846,19.274725274725277,28.725274725274726,22.582417582417584,6.791208791208791,2
11297,270.46321839080457,20.160919540229884,19.264367816091955,15.620689655172416,29.597701149425287,25.93103448275862,6.896551724137931,2
11461,254.55714285714285,21.547619047619047,32.357142857142854,19.547619047619047,21.452380952380956,27.666666666666668,6.738095238095238,2
12118,325.82631578947365,22.73684210526316,18.473684210526315,21.894736842105264,26.36842105263158,28.526315789473685,11.105263157894736,3
12129,408.53125,31.1875,21.375,31.1875,43.8125,43.5625,10.8125,0
12481,190.00833333333333,9.416666666666666,27.08333333333333,20.916666666666668,9.583333333333334,14.916666666666666,9.0,4
12657,178.59333333333333,8.71111111111111,27.044444444444444,10.0,10.533333333333331,10.977777777777778,8.4,4
12882,264.81875,17.9375,41.0625,12.0,21.125,23.75,9.125,2
13011,255.8875,17.75,48.375,15.25,28.0,23.75,7.875,2
13029,269.68048780487806,19.121951219512194,48.4390243902439,14.975609756097562,22.51219512195122,26.09756097560976,8.878048780487806,2
13063,209.89512195121952,13.707317073170731,47.4390243902439,8.707317073170731,9.292682926829269,19.92682926829268,8.75609756097561,1
13483,239.00619834710744,16.768595041322314,31.322314049586776,18.12809917355372,25.285123966942148,19.39256198347108,6.904958677685951,1
13593,267.4469879518072,17.42168674698795,30.36144578313253,23.83132530120482,33.036144578313255,21.09638554216868,7.771084337349397,2
13625,287.54285714285714,18.714285714285715,31.428571428571427,16.428571428571427,24.071428571428573,27.0,10.214285714285714,3
13796,250.6985185185185,16.71851851851852,30.74074074074074,17.37037037037037,21.14074074074074,20.77037037037037,8.607407407407408,2
14042,267.56,19.3,20.1,23.6,35.4,22.4,6.4,2
14386,247.02941176470588,16.294117647058822,42.8235294117647,13.529411764705882,21.294117647058822,17.764705882352942,8.647058823529411,2
14410,240.77906976744185,16.186046511627907,23.25581395348837,16.046511627906977,24.44186046511628,22.53488372093023,7.395348837209302,1
14613,300.3052631578948,22.05263157894737,18.63157894736842,21.57894736842105,35.31578947368421,24.84210526315789,7.894736842105263,3
14664,297.46521739130435,22.30434782608696,42.56521739130435,26.08695652173913,31.956521739130437,26.130434782608692,7.869565217391305,3
14823,304.9,22.571428571428573,28.928571428571427,18.357142857142858,20.642857142857142,26.642857142857142,10.785714285714286,3
15511,196.13333333333333,13.0,33.0,23.666666666666668,20.5,13.666666666666666,6.333333333333333,4
15521,269.1621621621622,20.27027027027027,33.04054054054054,17.89189189189189,21.013513513513512,24.45945945945946,8.432432432432432,2
15572,280.2575757575757,18.545454545454547,29.75757575757576,22.151515151515152,29.424242424242426,20.87878787878788,8.696969696969697,2
15609,284.2444444444444,23.666666666666668,14.0,25.55555555555556,36.55555555555556,32.22222222222222,5.444444444444445,3
15694,219.26875,11.125,31.75,15.5625,16.1875,13.375,9.625,1
15718,236.3,14.75,59.0,20.0,10.0,19.25,10.25,1
15851,287.1627450980392,21.58823529411765,23.7843137254902,17.058823529411764,31.33333333333333,29.274509803921568,7.392156862745098,3
15892,293.6107142857143,21.357142857142858,21.071428571428573,27.75,36.32142857142857,25.392857142857142,7.321428571428571,3
16140,190.45555555555555,13.77777777777778,47.888888888888886,7.111111111111111,19.444444444444443,9.666666666666666,5.444444444444445,4
16334,302.4,29.5,17.5,22.5,30.0,41.5,4.5,3
16459,333.8375,28.75,17.625,26.0,40.0625,36.875,6.0,0
17608,323.1318181818182,23.045454545454547,49.31818181818182,16.772727272727273,28.63636363636364,26.0,10.454545454545457,3
17803,241.3867469879518,16.72289156626506,33.102409638554214,16.57831325301205,23.44578313253012,20.879518072289155,7.216867469879518,1
18391,249.64177215189875,16.81645569620253,33.82911392405063,14.90506329113924,21.16455696202532,21.25949367088608,8.449367088607595,2
18510,234.2764705882353,13.411764705882351,45.94117647058823,11.941176470588236,17.352941176470587,18.705882352941178,9.764705882352942,1
18660,338.1714285714285,28.428571428571427,37.5,19.357142857142858,34.107142857142854,33.5,8.035714285714286,0
18745,279.13695652173914,22.717391304347824,40.5,19.47826086956522,21.32608695652174,29.73913043478261,8.130434782608695,2
18931,266.5272727272728,18.818181818181817,54.45454545454545,12.727272727272728,14.818181818181818,27.09090909090909,10.0,2
19051,300.38,25.73333333333333,29.6,22.53333333333333,38.46666666666667,31.466666666666665,5.333333333333333,3
19129,259.61764705882354,16.470588235294116,26.176470588235293,21.058823529411764,22.823529411764707,18.176470588235293,9.470588235294118,2
19166,198.6304347826087,12.478260869565217,20.30434782608696,9.826086956521738,11.608695652173912,15.434782608695652,8.130434782608695,4
19198,263.31739130434784,20.043478260869566,11.695652173913045,23.217391304347824,35.17391304347826,24.869565217391305,5.434782608695652,2
19540,293.55,18.916666666666668,27.58333333333333,27.58333333333333,46.75,22.0,6.833333333333333,3
19683,324.43,21.65,27.35,23.65,31.25,28.0,10.5,3
19799,355.5857142857143,34.42857142857143,11.428571428571429,15.714285714285714,34.285714285714285,51.85714285714285,6.142857142857143,0
20076,223.96666666666667,19.22222222222222,12.77777777777778,16.0,21.33333333333333,21.55555555555556,5.666666666666667,1
20084,225.19,16.7,26.5,15.9,28.4,14.4,5.5,1
20114,258.8357142857143,22.785714285714285,20.178571428571427,16.642857142857142,26.178571428571427,33.607142857142854,5.535714285714286,2
20159,277.44,18.3,35.3,12.6,17.7,25.9,10.7,2
20160,295.5,24.11111111111111,40.333333333333336,18.55555555555556,24.22222222222222,25.666666666666668,8.11111111111111,3
20214,290.81538461538463,22.115384615384617,53.53846153846154,18.384615384615383,25.307692307692307,27.307692307692307,8.884615384615385,3
20238,238.33333333333331,17.25,27.666666666666668,16.333333333333332,22.0,21.916666666666668,6.833333333333333,1
20371,261.6679487179487,19.128205128205128,32.666666666666664,16.55128205128205,28.55128205128205,22.41025641025641,6.871794871794871,2
20395,178.9,10.833333333333334,23.83333333333333,9.833333333333334,9.166666666666666,15.166666666666666,7.666666666666667,4
20480,242.6419047619048,16.63809523809524,31.457142857142856,16.35238095238095,22.79047619047619,20.847619047619048,7.523809523809524,1
20754,306.6360465116279,23.08139534883721,35.41860465116279,22.27906976744186,29.55813953488372,30.03488372093023,8.651162790697674,3
20895,252.42857142857144,22.142857142857142,9.142857142857142,8.571428571428571,17.857142857142858,21.285714285714285,7.142857142857143,2
21297,239.6222222222222,16.88888888888889,55.55555555555556,14.61111111111111,12.61111111111111,21.55555555555556,8.944444444444445,1
21399,251.83333333333331,18.466666666666665,18.466666666666665,20.2,21.666666666666668,23.866666666666667,7.4,2
21443,265.3176470588235,17.470588235294116,40.0,23.647058823529413,24.47058823529412,25.11764705882353,8.823529411764707,2
21462,236.515,15.85,20.9,16.75,20.25,20.25,8.05,1
21487,301.05833333333334,23.25,15.833333333333334,17.25,30.416666666666668,23.916666666666668,8.25,3
21694,287.78333333333336,25.0,16.333333333333332,21.5,26.0,22.666666666666668,7.166666666666667,3
21730,215.9090909090909,14.727272727272728,39.0,13.636363636363637,16.636363636363637,22.272727272727277,7.636363636363637,1
21752,262.4357142857143,19.728571428571428,35.8,14.885714285714286,21.742857142857144,20.571428571428573,8.2,2
21841,327.81199999999995,25.64,29.12,22.12,31.68,35.88,9.04,3
22015,242.3863354037267,18.012422360248447,35.88198757763975,14.807453416149068,20.31055900621118,23.18633540372671,7.478260869565218,1
22174,297.952,22.44,25.84,22.08,33.08,29.08,7.8,3
22504,222.17142857142855,10.714285714285714,23.571428571428573,20.571428571428573,26.571428571428573,14.857142857142858,8.285714285714286,1
22642,244.47368421052636,14.0,38.47368421052632,12.68421052631579,19.57894736842105,12.68421052631579,9.63157894736842,1
22655,265.2,18.77027027027027,52.972972972972975,14.486486486486486,20.14864864864865,23.77027027027027,9.094594594594597,2
22720,311.7235294117648,24.529411764705884,53.64705882352941,21.823529411764707,27.94117647058824,28.294117647058822,8.823529411764707,3
22724,277.2,22.44,33.64,16.84,23.96,30.56,7.52,2
22788,347.4642857142857,24.0,29.428571428571427,23.428571428571427,42.21428571428572,24.071428571428573,9.214285714285714,0
22898,348.8,31.0,5.5,13.75,41.75,49.0,5.5,0
22973,244.50196078431367,14.607843137254902,34.01960784313726,14.84313725490196,19.392156862745097,19.686274509803923,9.411764705882351,1
23119,330.96818181818185,27.13636363636364,29.454545454545453,24.681818181818183,36.95454545454545,28.863636363636363,7.454545454545454,0
23302,252.14,17.4,35.3,17.1,17.9,23.8,8.9,2
23333,246.49636363636367,17.90909090909091,34.69090909090909,15.981818181818182,20.63636363636364,23.10909090909091,7.909090909090909,2
23463,312.85,24.5,53.0,14.75,24.25,28.375,9.625,3
23466,289.60689655172416,19.86206896551724,31.93103448275862,19.82758620689655,28.93103448275862,24.79310344827586,9.20689655172414,3
23479,249.5,15.066666666666666,38.266666666666666,19.4,30.53333333333333,19.33333333333333,7.6,2
23728,246.66666666666663,20.866666666666667,30.066666666666663,13.2,19.2,30.066666666666663,6.733333333333333,2
24323,261.84375,21.125,18.625,14.0,25.1875,27.6875,6.8125,2
24386,260.9467289719626,19.8785046728972,26.13084112149533,16.925233644859812,25.093457943925237,25.64485981308411,7.177570093457944,2
24485,178.41111111111113,12.555555555555555,34.666666666666664,7.888888888888889,11.88888888888889,19.444444444444443,6.111111111111111,4
24565,322.42068965517245,22.310344827586206,60.82758620689656,20.06896551724138,26.379310344827587,32.206896551724135,11.03448275862069,3
24928,292.56428571428575,18.857142857142858,14.785714285714286,23.714285714285715,37.71428571428572,27.785714285714285,8.0,3
24995,314.96,26.0,18.2,18.9,38.3,35.3,6.3,3
25045,248.18888888888887,23.22222222222222,23.77777777777778,20.22222222222222,19.77777777777778,26.55555555555556,5.444444444444445,2
25063,294.9846153846154,20.98076923076923,32.34615384615385,22.423076923076923,30.5,27.07692307692308,8.51923076923077,3
25177,244.3384615384616,21.384615384615383,10.923076923076923,21.153846153846157,29.692307692307693,20.307692307692307,4.615384615384615,2
25356,310.0904761904762,21.047619047619047,37.42857142857143,20.904761904761905,34.285714285714285,27.142857142857142,9.047619047619047,3
25455,274.3527272727273,19.327272727272728,51.70909090909091,15.6,16.181818181818183,25.072727272727278,10.254545454545454,2
25467,292.7333333333333,15.88888888888889,8.444444444444445,35.22222222222222,43.77777777777778,20.0,7.111111111111111,3
25784,265.96666666666664,20.33333333333333,77.91666666666667,8.5,14.25,21.416666666666668,9.583333333333334,2
25792,294.7369230769231,21.476923076923075,43.87692307692308,18.384615384615383,24.96923076923077,29.846153846153847,9.415384615384616,3
25812,249.02857142857144,15.714285714285714,73.0,14.714285714285714,6.0,18.714285714285715,11.571428571428571,2
25941,211.81785714285712,14.017857142857142,32.535714285714285,15.75,16.839285714285715,19.821428571428573,7.428571428571429,1
26041,237.76060606060608,18.151515151515152,42.21212121212121,15.151515151515152,15.636363636363637,24.57575757575757,7.696969696969697,1
26075,222.37435897435896,16.487179487179485,27.0,13.846153846153848,20.0,17.102564102564102,6.487179487179487,1
26094,195.62307692307687,15.76923076923077,50.07692307692308,11.076923076923077,14.538461538461538,15.153846153846152,5.769230769230769,4
26278,246.6259259259259,19.88888888888889,28.925925925925927,17.77777777777778,20.296296296296298,23.48148148148148,7.0,2
26313,345.0130434782609,27.65217391304348,38.0,21.565217391304348,28.695652173913043,42.47826086956522,9.695652173913045,0
26451,278.15000000000003,19.83333333333333,15.333333333333334,21.666666666666668,29.166666666666668,25.5,7.833333333333333,2
26512,271.46870229007635,20.404580152671755,17.549618320610687,19.73282442748092,31.435114503816795,24.435114503816795,6.549618320610687,2
26535,316.4823529411765,24.47058823529412,23.529411764705884,26.352941176470587,44.52941176470589,30.823529411764707,6.117647058823529,3
26657,257.56,21.2,44.4,15.6,22.0,37.4,6.8,2
26719,234.73,19.53333333333333,24.366666666666667,20.53333333333333,19.466666666666665,22.33333333333333,6.233333333333333,1
26942,335.8,25.7,39.3,21.6,40.2,34.0,8.2,0
27060,264.4054054054054,22.54054054054054,29.864864864864863,15.432432432432432,21.864864864864863,28.7027027027027,6.756756756756757,2
27366,318.85,20.75,29.15,23.55,37.3,27.0,9.65,3
27381,190.95925925925928,15.037037037037036,22.85185185185185,12.11111111111111,10.88888888888889,23.185185185185187,6.111111111111111,4
27385,277.5625,26.5,24.875,16.0,33.0,31.375,4.5,2
27395,224.29019607843136,15.549019607843135,30.90196078431373,17.098039215686274,20.94117647058824,18.176470588235293,6.941176470588236,1
27416,244.23125,16.1875,30.229166666666668,16.5625,23.4375,20.5,7.770833333333333,1
27443,251.34634146341463,16.804878048780488,40.58536585365854,17.365853658536587,25.463414634146343,23.536585365853657,7.878048780487805,2
27452,287.39090909090913,20.045454545454547,70.27272727272727,20.40909090909091,23.90909090909091,26.181818181818183,9.545454545454543,3
27564,215.1875,17.375,40.625,14.375,16.375,26.0,6.5,1
27643,252.4163793103448,18.448275862068964,35.88793103448276,15.310344827586206,21.48275862068965,21.61206896551724,7.913793103448276,2
27678,268.7344444444444,19.57777777777778,29.55555555555556,19.544444444444444,21.655555555555555,24.1,8.577777777777778,2
27711,281.0,23.666666666666668,16.333333333333332,20.33333333333333,26.88888888888889,27.0,6.444444444444445,2
27744,305.63529411764705,17.823529411764707,33.705882352941174,20.705882352941178,34.47058823529412,22.88235294117647,10.529411764705882,3
27783,251.06041666666664,17.993055555555557,33.333333333333336,16.40277777777778,22.166666666666668,23.01388888888889,7.902777777777778,2
27798,217.0666666666667,14.5,49.0,13.25,14.291666666666666,18.875,8.083333333333334,1
27922,241.0375,15.583333333333334,31.416666666666668,15.041666666666666,18.166666666666668,25.166666666666668,8.75,1
27961,275.07179487179485,17.94871794871795,22.76923076923077,19.743589743589745,29.58974358974359,23.846153846153847,8.717948717948717,2
28087,299.8136363636364,21.227272727272727,17.954545454545453,25.40909090909091,35.81818181818182,24.363636363636363,7.636363636363637,3
28170,242.32,18.2,42.93333333333333,17.4,21.8,24.4,7.133333333333334,1
28177,227.3741573033708,14.719101123595506,39.69662921348315,15.303370786516854,20.573033707865168,18.280898876404493,7.629213483146067,1
28201,307.9931818181818,24.84090909090909,33.70454545454545,22.454545454545453,30.045454545454547,36.38636363636363,8.090909090909092,3
28339,249.395,17.9,33.05,18.65,19.75,26.15,8.25,2
28345,284.5081081081081,22.324324324324323,31.83783783783784,18.83783783783784,24.75675675675676,31.324324324324323,8.08108108108108,3
28346,251.90892857142856,16.678571428571427,43.17857142857143,15.714285714285714,22.285714285714285,20.696428571428573,8.357142857142858,2
28397,283.85,19.0,42.083333333333336,18.5,28.08333333333333,28.08333333333333,9.25,3
28442,233.3555555555556,18.55555555555556,26.77777777777778,15.407407407407408,20.55555555555556,23.51851851851852,6.518518518518518,1
28455,285.92857142857144,22.142857142857142,29.257142857142856,20.314285714285717,26.97142857142857,29.228571428571428,7.914285714285715,3
28533,297.7923076923077,20.307692307692307,22.615384615384617,15.615384615384617,28.07692307692308,24.692307692307693,9.538461538461538,3
28553,349.57142857142856,21.928571428571427,42.0,23.642857142857142,33.357142857142854,27.714285714285715,12.142857142857142,0
28557,250.87857142857143,16.928571428571427,36.42857142857143,12.642857142857142,14.428571428571429,21.214285714285715,9.857142857142858,2
28603,325.1333333333333,25.77777777777778,27.77777777777778,22.444444444444443,29.666666666666668,38.22222222222222,8.777777777777779,3
28604,298.6105263157895,18.44736842105263,34.28947368421053,22.526315789473685,36.3421052631579,22.94736842105263,9.236842105263158,3
28636,226.02266666666668,16.093333333333334,25.41333333333333,14.2,22.69333333333333,20.57333333333333,6.64,1
28649,277.720253164557,19.455696202531644,33.265822784810126,19.417721518987346,28.53164556962025,23.21518987341772,8.240506329113924,2
28671,336.04615384615386,29.07692307692308,39.23076923076923,22.53846153846154,29.307692307692307,37.84615384615385,8.615384615384615,0
28729,245.8,16.355555555555554,21.355555555555554,19.2,28.711111111111112,19.6,7.044444444444444,2
28811,306.47333333333336,23.933333333333334,45.4,22.33333333333333,25.266666666666666,36.266666666666666,8.933333333333334,3
28846,308.51363636363635,25.045454545454547,36.54545454545455,17.40909090909091,24.5,32.72727272727273,8.772727272727273,3
28995,230.6142857142857,16.0,26.571428571428573,18.428571428571427,20.857142857142858,25.428571428571427,7.642857142857143,1
29014,246.2245283018868,17.358490566037737,25.18867924528302,20.20754716981132,24.867924528301888,21.32075471698113,7.226415094339623,2
29063,268.4754716981132,16.28301886792453,45.528301886792455,21.32075471698113,28.41509433962264,22.22641509433962,9.226415094339623,2
29110,257.65000000000003,17.666666666666668,46.0,14.333333333333334,32.666666666666664,24.0,6.333333333333333,2
29166,247.5666666666667,14.833333333333334,35.958333333333336,16.916666666666668,21.95833333333333,17.666666666666668,9.125,2
29196,260.2444444444444,19.256410256410252,18.803418803418804,16.333333333333332,26.23931623931624,21.60683760683761,7.205128205128205,2
29212,251.305,17.55,34.425,17.525,24.425,23.0,7.675,2
29268,310.7388888888889,20.944444444444443,32.833333333333336,26.11111111111111,44.0,25.05555555555556,7.5,3
29291,399.7714285714286,27.571428571428573,33.0,18.0,50.142857142857146,31.142857142857142,10.571428571428571,0
29300,285.42758620689654,20.48275862068965,41.51724137931034,24.58620689655172,27.86206896551724,25.58620689655172,8.517241379310345,3
29356,236.9,23.75,6.0,10.5,27.5,30.5,3.25,1
29361,232.0666666666667,14.0,54.333333333333336,13.833333333333334,30.0,15.5,6.666666666666667,1
29404,296.39090909090913,21.772727272727277,52.79545454545455,20.818181818181817,26.5,26.88636363636364,8.863636363636363,3
29405,281.2769230769231,23.384615384615383,47.0,19.846153846153847,26.384615384615383,33.0,7.0,3
29410,249.81111111111116,18.22222222222222,25.22222222222222,25.55555555555556,29.77777777777778,22.33333333333333,6.111111111111111,2
29418,238.24318181818185,18.34090909090909,24.59090909090909,17.113636363636363,29.431818181818183,22.772727272727277,5.340909090909091,1
29450,331.30454545454546,27.59090909090909,41.22727272727273,21.59090909090909,34.95454545454545,33.31818181818182,7.409090909090909,0
29655,274.52272727272725,21.09090909090909,44.5,14.954545454545457,25.954545454545453,30.5,7.772727272727272,2
29667,274.2,22.72972972972973,33.027027027027025,19.83783783783784,23.81081081081081,27.486486486486488,7.243243243243243,2
29754,267.34000000000003,21.0,14.4,27.8,43.2,26.2,3.6,2
29782,232.1733644859813,16.257009345794394,21.565420560747665,16.149532710280372,22.11682242990654,19.49065420560748,7.009345794392523,1
29794,256.7714285714286,18.285714285714285,19.285714285714285,16.714285714285715,32.142857142857146,28.714285714285715,6.857142857142857,2
29813,263.01176470588234,17.11764705882353,58.52941176470589,20.647058823529413,24.47058823529412,22.764705882352946,8.941176470588236,2
29920,315.4875,26.5,32.0,24.5625,23.6875,32.3125,8.6875,3
29956,214.675,14.545454545454543,38.27272727272727,15.840909090909092,14.204545454545457,17.022727272727273,7.818181818181818,1
30080,258.5833333333333,18.375,15.541666666666666,18.041666666666668,25.75,23.0,7.333333333333333,2
30209,219.57692307692307,13.64102564102564,58.56410256410256,9.692307692307692,8.35897435897436,18.692307692307693,10.0,1
30228,207.76521739130436,11.521739130434783,36.869565217391305,12.130434782608695,11.08695652173913,13.26086956521739,9.478260869565217,1
30298,285.12,21.133333333333333,42.8,18.866666666666667,21.8,25.133333333333333,9.6,3
30407,152.43333333333334,5.5,64.41666666666667,11.833333333333334,4.75,5.416666666666667,9.0,4
30435,264.94117647058823,17.058823529411764,25.176470588235293,20.47058823529412,32.529411764705884,18.647058823529413,7.647058823529412,2
30503,227.07846153846157,16.646153846153847,27.2,13.784615384615384,18.723076923076924,18.907692307692308,7.107692307692307,1
30534,249.9175,18.4625,24.5875,20.9375,27.6875,24.175,6.5625,2
30716,264.6964912280702,17.649122807017545,37.45614035087719,18.28070175438597,28.49122807017544,19.94736842105263,8.175438596491228,2
30893,332.18666666666667,28.933333333333334,41.73333333333333,22.8,27.266666666666666,31.666666666666668,8.866666666666667,0
30896,294.23,16.4,53.6,29.6,36.9,20.7,9.7,3
30911,238.8523809523809,19.80952380952381,47.0,16.666666666666668,20.904761904761905,22.571428571428573,6.285714285714286,1
31232,249.5341463414634,20.04878048780488,22.09756097560976,18.60975609756097,26.195121951219512,26.07317073170732,6.0,2
31261,301.97037037037035,22.48148148148148,32.111111111111114,26.40740740740741,32.7037037037037,25.55555555555556,7.962962962962963,3
31316,301.45,22.285714285714285,36.92857142857143,25.714285714285715,30.642857142857142,27.357142857142858,8.714285714285714,3
31364,245.616,16.44,47.36,15.2,19.4,22.4,8.6,2
31420,131.22727272727272,9.545454545454543,34.54545454545455,7.636363636363637,9.636363636363637,12.181818181818182,4.181818181818182,4
31499,269.44545454545454,21.04040404040404,19.02020202020202,23.818181818181817,32.656565656565654,25.78787878787879,5.959595959595959,2
31635,194.11052631578943,13.68421052631579,19.0,16.94736842105263,21.105263157894736,15.0,5.157894736842105,4
31695,349.375,27.25,38.9375,21.5,41.0,32.125,8.125,0
31739,263.46666666666664,23.666666666666668,54.25,10.5,15.416666666666666,30.916666666666668,7.5,2
31807,219.9125,15.25,29.375,17.5,17.6875,17.4375,7.1875,1
31914,240.82777777777773,18.11111111111111,15.27777777777778,13.944444444444445,32.27777777777778,18.72222222222222,4.722222222222222,1
32058,262.125,20.283783783783782,36.5,16.033783783783782,22.013513513513512,26.47297297297297,7.655405405405405,2
32143,292.44242424242424,20.681818181818183,30.848484848484848,23.28787878787879,26.25757575757576,28.59090909090909,9.06060606060606,3
32265,235.7736842105263,14.210526315789474,35.89473684210526,18.894736842105264,23.789473684210527,15.36842105263158,8.421052631578947,1
32570,300.075,14.125,76.625,19.25,12.125,19.25,15.5,3
32724,257.1,27.5,15.857142857142858,13.142857142857142,18.5,27.785714285714285,4.642857142857143,2
32772,271.47738095238094,16.38095238095238,35.904761904761905,22.035714285714285,30.09523809523809,21.464285714285715,8.904761904761905,2
33135,313.065625,20.96875,30.40625,27.8125,39.46875,27.09375,8.8125,3
