user_id,calories,total_fat,sugar,sodium,protein,saturated_fat,carbohydrates
1533,239.98333333333335,16.333333333333332,43.333333333333336,9.0,21.25,18.666666666666668,8.0
1535,222.53435897435895,15.328205128205129,40.83076923076923,11.861538461538462,14.34871794871795,20.70769230769231,8.133333333333333
1634,238.91428571428574,17.857142857142858,9.428571428571429,13.428571428571429,23.857142857142858,24.428571428571427,6.571428571428571
1676,299.0,20.5,56.5,25.5,39.0,12.25,8.5
1891,250.12727272727273,17.454545454545453,47.54545454545455,15.727272727272727,10.909090909090908,26.636363636363637,9.818181818181818
2178,311.3666666666667,21.166666666666668,43.5,17.833333333333332,28.333333333333332,30.333333333333332,7.666666666666667
2310,233.24107142857142,17.964285714285715,29.660714285714285,17.285714285714285,22.375,20.071428571428573,6.553571428571429
2312,233.35,21.266666666666666,22.533333333333335,11.7,17.733333333333334,28.0,5.666666666666667
2586,293.1095238095238,16.952380952380953,47.57142857142857,17.571428571428573,22.095238095238095,22.476190476190474,11.666666666666666
2695,267.15714285714284,18.0,11.285714285714286,22.571428571428573,24.285714285714285,17.142857142857142,8.571428571428571
3205,166.825,12.75,10.875,10.875,6.125,9.875,6.125
3288,273.79857142857145,21.585714285714285,23.714285714285715,17.228571428571428,29.65714285714286,26.4,6.714285714285714
4291,311.8058823529412,22.88235294117647,39.26470588235294,20.88235294117647,31.823529411764707,30.720588235294116,8.911764705882353
4439,264.376,18.9,35.57,20.81,24.32,22.25,8.17
4470,237.87543252595157,17.986159169550174,18.470588235294116,17.432525951557093,28.685121107266436,20.764705882352942,5.4567474048442905
4500,325.14444444444445,28.444444444444443,42.666666666666664,19.22222222222222,23.0,34.111111111111114,8.333333333333334
4601,240.72307692307692,15.76923076923077,21.615384615384617,15.923076923076923,22.846153846153847,19.53846153846154,8.0
4740,302.4428571428572,22.928571428571427,26.857142857142858,25.642857142857142,35.214285714285715,28.30952380952381,7.428571428571429
4753,331.26666666666665,21.333333333333332,15.666666666666666,12.666666666666666,31.0,31.333333333333332,12.333333333333334
4862,147.06666666666666,10.0,15.666666666666666,14.333333333333334,24.666666666666668,8.5,2.6666666666666665
5060,230.90046296296296,15.23611111111111,23.074074074074073,15.824074074074074,29.699074074074073,17.675925925925927,6.078703703703703
5523,275.35,17.5,12.25,42.25,39.5,16.75,6.75
6164,198.46666666666667,12.0,6.0,23.0,18.333333333333332,16.666666666666668,7.0
6258,215.7462962962963,16.555555555555557,21.953703703703702,17.38888888888889,24.037037037037038,19.287037037037038,5.2407407407407405
6357,187.1875,10.131944444444445,44.55555555555556,8.270833333333334,9.444444444444445,11.333333333333334,8.722222222222221
6512,361.35555555555555,30.37037037037037,28.666666666666668,23.185185185185187,47.44444444444444,40.888888888888886,6.222222222222222
6550,237.825,16.0,41.45,18.15,24.75,23.5,7.3
6651,226.04534883720933,17.24418604651163,32.174418604651166,15.30232558139535,23.441860465116278,21.8953488372093,5.848837209302325
6836,244.92033898305087,16.64406779661017,53.20338983050848,12.169491525423728,16.35593220338983,19.93220338983051,9.084745762711865
7093,179.94444444444446,10.333333333333334,46.333333333333336,10.222222222222221,11.444444444444445,16.77777777777778,6.444444444444445
7108,265.737323943662,19.830985915492956,30.760563380281692,20.492957746478872,27.640845070422536,26.077464788732396,7.295774647887324
7802,266.70344827586206,20.586206896551722,25.03448275862069,21.586206896551722,27.586206896551722,30.310344827586206,6.862068965517241
8377,200.13214285714284,14.571428571428571,18.857142857142858,15.25,20.892857142857142,18.5,5.678571428571429
8396,294.89090909090913,25.181818181818183,10.727272727272727,22.636363636363637,41.63636363636363,37.0,4.454545454545454
8526,235.53846153846155,18.884615384615383,29.576923076923077,10.615384615384615,15.23076923076923,23.807692307692307,7.6923076923076925
8527,258.78181818181815,19.818181818181817,37.54545454545455,15.818181818181818,23.818181818181817,27.363636363636363,6.545454545454546
8606,268.65,22.766666666666666,32.833333333333336,16.333333333333332,22.9,30.7,6.866666666666666
8629,254.4206349206349,18.026455026455025,37.70899470899471,17.33862433862434,24.38095238095238,21.8994708994709,7.5661375661375665
8688,273.5388379204893,18.990825688073393,40.37614678899082,17.40366972477064,22.262996941896024,24.23547400611621,9.137614678899082
8937,261.1142857142857,22.0,19.857142857142858,20.857142857142858,20.0,27.571428571428573,7.142857142857143
9121,399.975,30.75,79.5,12.25,10.75,15.25,16.25
9328,213.575,15.75,28.875,15.875,19.75,23.0,6.125
9579,305.05,22.976190476190474,27.857142857142858,25.095238095238095,26.214285714285715,30.952380952380953,9.047619047619047
9580,292.31071428571425,22.321428571428573,19.892857142857142,19.75,30.035714285714285,30.285714285714285,7.607142857142857
9622,304.73333333333335,19.0,26.583333333333332,24.916666666666668,40.083333333333336,30.5,8.833333333333334
9670,310.28,24.82857142857143,24.457142857142856,22.285714285714285,31.885714285714286,28.428571428571427,8.057142857142857
9717,294.58409090909095,20.90909090909091,43.84090909090909,19.59090909090909,21.386363636363637,29.636363636363637,10.227272727272727
9748,224.95365853658538,15.487804878048781,28.585365853658537,19.926829268292682,23.195121951219512,14.731707317073171,7.0
9869,256.7640495867769,18.665289256198346,30.90909090909091,15.834710743801653,26.49173553719008,23.60330578512397,7.210743801652892
10033,222.57238095238094,16.228571428571428,32.06666666666667,12.714285714285714,14.923809523809524,18.904761904761905,7.79047619047619
10113,291.56,21.8,49.03333333333333,17.666666666666668,21.833333333333332,25.966666666666665,9.5
10216,289.05,28.0,42.5,14.5,19.0,43.0,7.0
10404,264.6337662337662,19.09090909090909,28.98701298701299,16.649350649350648,23.363636363636363,24.948051948051948,8.116883116883116
11009,316.18275862068964,24.620689655172413,25.82758620689655,18.896551724137932,28.82758620689655,30.344827586206897,9.0
11044,211.56875000000002,12.125,36.25,10.375,19.8125,14.5625,7.75
11176,261.8813186813187,19.63736263736264,18.46153846153846,19.274725274725274,28.725274725274726,22.582417582417584,6.791208791208791
11297,270.46321839080457,20.160919540229884,19.264367816091955,15.620689655172415,29.597701149425287,25.93103448275862,6.896551724137931
